Address,BuildingArea,YearBuilt
32 Lantana St,,
86 Oriel Rd,,
6 Ambrose St,112.0,1960.0
114 Bond St,,1950.0
6/11 Rose St,,1970.0
2/64 Jellicoe St,,
78 Jellicoe St,140.0,2010.0
5/19 Livingstone St,83.0,
33 Livingstone St,140.0,1950.0
3/57 Locksley Rd,,
19 Myrtle St,217.0,1950.0
171 Waterdale Rd,158.0,1930.0
3/16 Elphin St,,1970.0
3/24 Green St,,1990.0
5/125 Locksley Rd,,
7 Dudley St,,
4/21 Livingstone St,160.0,1975.0
44 Beatty St,292.0,2007.0
6/74 Marshall St,17.0,1960.0
4/24 St Elmo Rd,,1970.0
32 Ailsa Gr,232.0,2000.0
191 Banksia St,,2004.0
3/11 Clark Rd,,
21 The Boulevard,,
8 Ailsa Gr,192.0,1912.0
6 Fairy St,411.0,1920.0
105 The Boulevard,,
5/14 Athelstane Gr,70.0,1960.0
16 Ayton St,,
9 Beatty St,120.0,2000.0
1/100 St Elmo Rd,,
225 Waterdale Rd,138.0,1950.0
113 Green St,115.0,1950.0
13 Jellicoe St,169.0,1950.0
51 Jellicoe St,,
5/139 Bond St,135.0,2010.0
15 Kwinana Ct,136.0,1980.0
2/53 Norman St,,1980.0
3 Scotts Pde,233.0,1935.0
97 Waterdale Rd,,
1/90 Oriel Rd,96.0,1950.0
103 Waterdale Rd,130.0,1930.0
3/67 Livingstone St,,
79 Marshall St,181.0,1940.0
3/14 Merton St,58.0,1992.0
8 Mervyn Cr,,
199 Waterdale Rd,179.0,1910.0
11 Abbotsford Gr,315.0,1980.0
1 Corona St,,
86a Green St,,
105 Ivanhoe Pde,,
1 Tudor Ct,,1938.0
86 Ivanhoe Pde,199.0,1921.0
2/7 Ambrose St,,
1/10 Oriel Rd,110.0,1990.0
35 Green St,,2006.0
2/13 Linden Av,,
1/84 Locksley Rd,,
2/94 Oriel Rd,,1970.0
4 Waterdale Rd,407.0,2007.0
9a Abercorn Av,,
2/92 Beatty St,120.0,2012.0
7/3 Kenilworth Pde,96.0,2000.0
5/48 Locksley Rd,,
19 Robbins St,179.0,1929.0
2/29 St Elmo Rd,,1970.0
28 Hedgeley Rd,152.0,1971.0
23 McShane Dr,,
166 Sunshine Av,,
10 Brazilia Av,,
89 Rowan Dr,353.0,1985.0
13 Woburn Cl,,
3 McGrath Cl,,
42 Bellara Cr,,
18 Longford Ct,,
16 Valewood Dr,131.0,1985.0
22A Bundeena Av,,
3 Stenson Rd,114.0,1975.0
29 Orbital Dr,414.0,
128 Driscolls Rd,186.0,1980.0
6 McGrath Cl,163.0,1980.0
16 Driscolls Rd,,
44 Stenson Rd,305.0,2000.0
26 Calverton Rd,100.0,1985.0
4 Woolstone Cl,155.0,1980.0
35 Georgia Pl,,
22 Valewood Dr,,
16 Border Dr,200.0,1995.0
85 David Av,,
121 Sterling Dr,104.0,1970.0
3A Cudgewa Pl,201.0,2010.0
2/64 Dinah Pde,,2012.0
14 Hawthorn Ct,,1974.0
16 Roberts St,125.0,2011.0
103 Sterling Dr,,
16 Drew St,,
1 Giuliano Ct,116.0,1999.0
44 Parkside Av,,
20 Prospect Dr,,
15 Viewbank Dr,188.0,1978.0
26 Limestone Av,,
74 Lincoln Dr,126.0,1965.0
154 Milleara Rd,,1965.0
16a Chandler St,,
27 Judith St,132.0,1980.0
44 Noga Av,,
9a The Crossway,113.0,2013.0
57 Wonganella Dr,140.0,1960.0
86a Noga Av,,
86 Prospect Dr,148.0,1970.0
47 Roberts St,,
4a Cohen St,133.0,2003.0
45 Nyah St,,1975.0
15 Craig St,123.0,1980.0
17/24 Craig St,138.0,2013.0
4 Milleara Rd,257.0,1950.0
7 Neville St,,
1 Nicholas Ct,182.0,1992.0
114 Prospect Dr,,
32 Wyong St,,
122 Prospect Dr,,
8 Nyah St,,
117 Brees Rd,212.0,1980.0
2 Hilltop Ct,,
61 Rachelle Rd,250.0,2011.0
6 Warren Ct,133.0,1980.0
21 Woorite Pl,127.0,1970.0
18a Berembong Dr,88.0,
37a Heather Av,,
31 Rachelle Rd,179.0,1960.0
5 Clover Ct,,
2/222 Milleara Rd,,
1/36 Phillip Rd,,
2/49 Quinn Gr,102.0,2000.0
4 Trent Ct,268.0,1980.0
1 Harley Ct,,
1/19 Berembong Dr,,
564 Buckley St,,
48 Fawkner Cr,,
26 Heather Av,,
13 Pennington St,184.0,1990.0
1/31 Surrey Dr,156.0,1995.0
71 Noga Av,,
4 Bernard Ct,,
7 Park Dr,154.0,1998.0
16 Bernard Ct,,
48 Heather Av,,
83 Noga Av,,
67 Prospect Dr,,
37 Roberts St,,
9 West Gwy,,
83 Wyong St,141.0,1965.0
42 Clarks Rd,194.0,2009.0
35 Gungarlan Dr,154.0,1970.0
21 Henry St,,
1/67 Milleara Rd,85.0,1990.0
54 Norwood Dr,174.0,1970.0
81 Quinn Gr,,
94 Sterling Dr,120.0,1970.0
2/31 Wingara Av,,
23 Chappell Pl,198.0,1995.0
23 Prospect Dr,125.0,1970.0
20 Keith Gr,126.0,2017.0
89 Sterling Dr,,
11 Heather Av,,
31 Nyah St,157.0,1970.0
13 Wonganella Dr,18.0,
24 Yallop Ct,184.0,2000.0
1/97 Arcade Wy,,
83 Milleara Rd,130.0,1970.0
40 Borva Dr,147.0,1960.0
38 Eastleigh Av,,
171 Sterling Dr,,
60 Wonganella Dr,105.0,1980.0
92A Brees Rd,,
35/24 Craig St,,
16 Heatherlea Cr,,
61 Nyah St,,
5 Viewbank Dr,,
38 Clarks Rd,,
28 Noga Av,,
26 Norwood Dr,201.0,1970.0
2/6 Shelley St,133.0,2013.0
5 Tudor Ct,152.0,1972.0
23 Viewbank Dr,233.0,1980.0
8 Alwyn Ct,123.0,1970.0
4 Coopers La,64.0,
65 Gatehouse Dr,138.0,2000.0
35 Henry St,106.0,1910.0
8 Bent St,,
14 Hardiman St,121.0,1910.0
607/255 Racecourse Rd,,
5 Rigby La,105.0,
403/72 Altona St,81.0,2008.0
2/65 Bayswater Rd,55.0,1970.0
1 Scarborough Pl,,
1/162 Stockmans Wy,,
56 Tennyson St,,1900.0
61 Bangalore St,,
1/16 Mawbey St,80.0,2002.0
2 Rourke La,,
106/80 Speakmen St,,
47 Barnett St,,
72 Bayswater Rd,113.0,1900.0
67 Collett St,104.0,1900.0
4/130 Kensington Rd,112.0,2002.0
15 Ormond St,,
103/70 Speakmen St,,
1 Watsons Wk,,
10 Altona St,126.0,1999.0
68 Bayswater Rd,,
70 Hardiman St,72.0,1900.0
94 McConnell St,99.0,1900.0
59 The Crescent,,1998.0
13 Youlden St,95.0,1992.0
41 Barnett St,135.0,1910.0
11 Nottingham St,270.0,1890.0
55 Westbourne Rd,146.0,1920.0
107/88 Altona St,,
39 Henry St,120.0,1900.0
114/71 Henry St,47.0,2012.0
28/18 Mawbey St,,
118/80 Ormond St,71.0,2010.0
51 Rankins Rd,76.0,1965.0
14/162 Stockmans Wy,,
407/72 Altona St,81.0,2010.0
206 Stockmans Wy,,
17/29 Bendall St,,1990.0
119/71 Henry St,50.0,2012.0
21 Bayswater Rd,,
233 Stockmans Wy,,
109 Rankins Rd,127.0,2008.0
11/33 Rankins Rd,92.0,1998.0
413/60 Speakmen St,,
105 Stockmans Wy,,
6/1 The Lairidge,,
32 Epsom Rd,88.0,1915.0
33 Rourke La,,
802/70 Speakmen St,,
12 Hardiman St,,
36 The Crescent,,
14 Altona St,79.0,1887.0
11 Nottingham St,270.0,1890.0
2 Peppercorn Wk,,
13/26 Barnett St,67.0,1997.0
38 Rourke La,130.0,2002.0
33 Barnett St,147.0,1900.0
51 Gatehouse Dr,132.0,1997.0
26 Hopetoun St,101.0,1890.0
25 Rogan La,,1997.0
57 Eastwood St,,
7/51 Epsom Rd,,
148b Kensington Rd,136.0,2003.0
42 McCracken St,,
66 Parsons St,97.0,2009.0
8/33 Rankins Rd,,
49 Robertson St,109.0,1915.0
106/80 Speakmen St,,
33 Stockmans Wy,,
208/465 MacAulay Rd,84.0,2010.0
1/16 Mawbey St,80.0,2002.0
28 Pridham St,,
123 Rankins Rd,90.0,1900.0
103/60 Speakmen St,,
111/80 Speakmen St,,
15 Cakebread Mw,,
37 Cakebread Mw,,
55 Epsom Rd,,
51 Lambeth St,,
5 Rogan La,103.0,2000.0
25 Chelmsford St,,1900.0
1/5 Wight St,90.0,1970.0
111/18 Bent St,94.0,2012.0
308/71 Henry St,,
10/2 Howlett St,86.0,2000.0
703/70 Speakmen St,,
301/84 Altona St,59.0,2006.0
302/18 Bent St,,
68 Hardiman St,,
8/37 Kensington Rd,,
64 Hardiman St,,
4 Lascelles Sq,,
379 Racecourse Rd,,
203/60 Speakmen St,,
61 Willis St,,
10 Mulgrave St,,
208/86 Altona St,,
13 Annadale St,,1990.0
6 Gordon Av,,
51 Rowland St,,
2/28 Wimba Av,,
7 Wimba Av,,
7/1245 Burke Rd,,
3/361 Cotham Rd,,
30/20 Pakington St,12.0,
7 Rimington Av,,
9 Ross St,,1930.0
8 Campbell St,,
3/81 Derby St,,1970.0
43 Fernhurst Gr,,
4 Orford Av,,
2/27 Pakington St,72.0,1968.0
4 Rockingham Cl,260.0,1980.0
6 Wellington St,,1970.0
26 Wimba Av,,
45 Barrington Av,,
74 Charles St,,1890.0
5/233 Cotham Rd,64.0,1960.0
14/25 Derby St,,1982.0
1 First Av,,
16a Gladstone St,,
4/76 Studley Park Rd,141.0,1950.0
4/11 Bowen St,,1970.0
57 Cobden St,,1985.0
19 Evans Rd,342.0,1996.0
11/912 Glenferrie Rd,,
2/380 High St,,
19 May St,101.0,1890.0
13/54 Studley Park Rd,,
9 Tregarron Av,,
36 Belmont Av,,
71 Cecil St,,
84 Sackville St,303.0,1920.0
15 Scott St,113.0,1900.0
14 Studley Av,,
94 Argyle Rd,374.0,1935.0
73 Cobden St,80.0,1890.0
157 Eglinton St,215.0,2014.0
4a Hartington St,,
4/4 St Johns Pde,,1960.0
7 Clevedon Ct,251.0,2000.0
21 Gordon Av,,
23 Campbell St,,
16 Charles St,,
3 First Av,,
4 Franks Gr,220.0,1930.0
2/9 Henry St,,
4 Hunter St,297.0,1930.0
13a James Av,,
8 Merrion Pl,426.0,2015.0
10 Vaughan Cr,,
31 Barnard Gr,166.0,1930.0
75 Derby St,199.0,2016.0
14 Findon Cr,,
17 Gladstone St,127.0,1885.0
3/505 High St,,
31 Miller Gr,175.0,1920.0
3/8 Mountain Gr,,1970.0
47 Brougham St,,
88 Edgevale Rd,183.0,1900.0
1/204 Brougham St,97.0,1970.0
4/1227 Burke Rd,,1960.0
51 Davis St,223.0,1880.0
15 Edgevale Rd,,
23 Grange Rd,400.0,1930.0
13 Linnaker Pl,232.0,2012.0
7 Owen St,,
6/60 Peel St,,
1A Segtoune St,,
40 Studley Av,,
419 Barkers Rd,,1927.0
15 Barry St,365.0,1890.0
18 Finhaven Ct,,
101/75 Princess St,,
102/75 Princess St,,
1/4 Rowland St,221.0,1998.0
4/35 Studley Park Rd,90.0,1970.0
138 Edgevale Rd,131.0,1920.0
4/24 Highbury Gr,,
3 Oshaughnessy St,190.0,1910.0
2/120 Princess St,51.0,1970.0
27 Second Av,,
3/75 Alfred St,77.0,1966.0
33 Argyle Rd,237.0,1975.0
30 Cobden St,131.0,1960.0
14 Denmark St,139.0,1920.0
13 Findon Cr,,
54a Parkhill Rd,,1995.0
71 Peel St,80.0,1940.0
11/48 Princess St,80.0,1975.0
67 Sackville St,320.0,1920.0
2/54 Studley Park Rd,,1960.0
76 Walpole St,,
32a Duke St,,
178 Peel St,,
11/6 Swinton Av,,
2/147 Willsmere Rd,,1970.0
3/37 Atkins St,,1980.0
4/13 Belmont Av,,
56 Cecil St,358.0,1983.0
302 Cotham Rd,180.0,1955.0
4/34 Dean St,87.0,1965.0
37 Disraeli St,158.0,1925.0
23 Gellibrand St,,
74 Gladstone St,89.0,1940.0
21 Grandview Tce,187.0,1940.0
83 Normanby Rd,,
17 Park La,,2000.0
134 Parkhill Rd,220.0,1999.0
33 Wrixon St,290.0,1975.0
3/15 Atkins St,,
35 Barrington Av,,
2A Churchill St,203.0,1997.0
30 College Pde,215.0,1928.0
176 Cotham Rd,225.0,1890.0
116 Edgevale Rd,176.0,1880.0
140 Eglinton St,120.0,1920.0
10 Kent St,,
6 Moonbria Av,,
31 Peel St,,
45 Stevenson St,242.0,1930.0
25 Thomas St,,
93 Wellington St,,
42 Atkins St,,
1 Campbell St,,1920.0
2/49 Cecil St,,
24 Fitzwilliam St,1022.0,1890.0
5 Gellibrand St,38.0,2008.0
32 Grandview Tce,,
37 Heather Gr,,
176 Peel St,342.0,2016.0
8 Tara Av,,
52 Argyle Rd,,
34 Cobden St,,
27 Studley Av,,
2/37 Wills St,184.0,1995.0
10/7 College Pde,,
24 Hillcrest Av,,
5/17 Marshall Av,,
7a Peel St,204.0,1998.0
114b Princess St,,
9 Tara Av,,
3 Elphinstone Ct,,
61 Molesworth St,282.0,1960.0
14 Stoke Av,,
97 Walpole St,,
5/13 Hope Ct,86.0,1992.0
2/13 Kent St,,
91 Princess St,,
15 Rimington Av,,
9/25 Derby St,,
25 Duke St,500.0,2011.0
27 Earl St,,
4/97 Earl St,,
2 Fernhurst Gr,,1900.0
40 Hartington St,153.0,1900.0
51 Princess St,293.0,1910.0
26 Argyle Rd,,1990.0
1/377 Barkers Rd,,
80 Brougham St,248.0,1890.0
11 Gordon Av,,
6/13 Hope Ct,,1995.0
7A Marshall Av,,
68 Mary St,237.0,1890.0
2/27 Pakington St,72.0,1968.0
1/6 Ridgeway Av,,
2/78 Studley Park Rd,121.0,1980.0
3/99 Earl St,86.0,1992.0
205/56 Harp Rd,,
53 Mary St,,
59 Peel St,,
5/93 Princess St,110.0,1980.0
75 Earl St,90.0,1910.0
7 Gladstone St,,1947.0
3/100 Mount St,,2005.0
21 Princess St,,
127 Wellington St,125.0,1890.0
2/37 Atkins St,,
6 Belmont Av,,
14 Byron St,187.0,1900.0
8 Carnsworth Av,,
60 Childers St,130.0,1941.0
18 Collins St,230.0,2010.0
4/206 Cotham Rd,115.0,1935.0
36 Denmark St,,
33 Disraeli St,130.0,1900.0
27 Fernhurst Gr,346.0,1990.0
7 Heather Gr,281.0,1959.0
47 Kellett Gr,,
69 Malin St,147.0,1979.0
12 Thomas St,,
23 Valentine Av,,
157 Wiltshire Dr,,
1181 Burke Rd,,1919.0
62 Campbell St,,2009.0
11/54 Charles St,,1960.0
54 First Av,,
43 Kellett Gr,,
2 Perry Ct,418.0,2014.0
3/40 Rowland St,,
25 Stoke Av,,
16 Swinton Av,,
7 Victor Av,,
6/108 Walpole St,112.0,1970.0
31 Argyle Rd,700.0,1992.0
15/8 Cobden St,173.0,2015.0
97 Edgevale Rd,216.0,2015.0
46 Grandview Tce,,
17 Hartington St,241.0,1900.0
26 Pakington St,,
82 Parkhill Rd,153.0,1999.0
72 Peel St,283.0,1892.0
26 Queen St,139.0,1910.0
42 Ridgeway Av,,
51 Stawell St,,1970.0
34 Alfred St,,
28/60 Harp Rd,55.0,2005.0
49 Princess St,307.0,1890.0
3 Wills St,,1930.0
34 Baker Av,,
1/3 Leason St,,
43 Oswin St,14.0,
4/34 Strathalbyn St,,1970.0
73 Belford Rd,,
6 Tanner Av,,
106 Kilby Rd,253.0,1940.0
2 Longstaff St,,1930.0
2/37 Strathalbyn St,83.0,1960.0
14 Irymple Av,,
19 Woolcock Av,,
1/23 Windella Av,,
52 Frater St,152.0,1940.0
35 McConchie Av,,
5/111 Kilby Rd,163.0,2000.0
14 Belford Av,,
18 Cole Av,,
1 Meldrum St,,
30 Willow Gr,,
96 Kilby Rd,127.0,1933.0
4/16 Woodlands Av,,
41 White Av,,
7 Violet Gr,,1930.0
33a Westbrook St,,
44 Westbrook St,,
62 Munro St,311.0,1960.0
36 Belford Rd,200.0,1930.0
41 Frater St,184.0,1960.0
29a Irymple Av,,
2 Violet Gr,160.0,1930.0
17 Hamilton St,,
2/1 Hartwood St,,
13 Ratten Av,,
17 Minogue St,360.0,1950.0
1/173 Kilby Rd,,
42 Willow Gr,112.0,1945.0
174 Kilby Rd,,1940.0
89 Kilby Rd,310.0,1968.0
28 Coleman Av,,
1/50 Hartwood St,,2005.0
6/27 Windella Av,,
9a Arden Ct,,2010.0
36 Belford Rd,200.0,1930.0
581 High St,123.0,1970.0
4/69 Windella Av,,
3/14 Arden Ct,167.0,2012.0
1/27 Windella Av,,
35 Frater St,,
1/2 Kitchener St,,1990.0
36 Baker Av,,
43 Ramsay Av,,
8 Wattle Rd,110.0,1910.0
1/6 Windella Av,,
1/23 Woodlands Av,,
30 Monaro Rd,,1983.0
5/414 Glenferrie Rd,,
4/1 Monaro Rd,144.0,1975.0
87 Talbot Cr,,
6/1 Monaro Rd,,
77 Elizabeth St,212.0,1987.0
2A Moralla Rd,,
8 Avenel Rd,267.0,1980.0
105 Elizabeth St,360.0,1930.0
81 Talbot Cr,,
12 Bosquet St,,
3 Crefden St,161.0,2007.0
27 Dunedin St,128.0,1970.0
2/22 Jackson St,178.0,2013.0
32 Ringtail Cct,185.0,2012.0
8/101 Ballarat Rd,63.0,1960.0
19 Norfolk St,69.0,1920.0
5/16 Omar St,,
26 Inkerman St,,
12 Lindenow St,139.0,
4/27 Baird St,124.0,2012.0
3 Hutton St,,
4/116 Ballarat Rd,,
2/45 Cathcart St,,
21 Pullar St,91.0,1960.0
4/11 Edmund St,,
29 Rosamond Rd,,
25 Carlyle St,,
2/120 Suffolk St,79.0,2005.0
7 Wallace St,121.0,1955.0
17 Churchill Av,,
11 Madden St,,1920.0
3/20 Burns St,184.0,
44 Inkerman St,,
1/165 Mitchell St,,
67 Norfolk St,81.0,1900.0
4/4 Crefden St,70.0,2009.0
7 Churchill Av,,
16 Lindenow St,,
10 Thomson St,125.0,1950.0
67 Ballarat Rd,95.0,1900.0
6/2 Crefden St,80.0,2010.0
9/15 Eucalyptus Dr,81.0,2012.0
1/166 Mitchell St,107.0,1910.0
1/27 Baird St,,
10 Churchill Av,,
2/48 Inkerman St,112.0,
45 Radio St,146.0,2007.0
14 Suffolk St,,
48/48 Eucalyptus Dr,69.0,2011.0
3/29 Burns St,,
3/29 Burns St,,
2/32 Burns St,121.0,2012.0
29 Marsh St,,
43 Omar St,,
19/12 Crefden St,,2011.0
17/46 Eucalyptus Dr,66.0,2012.0
21 Montgomery St,,
47 Radio St,,
14a Scovell Cr,,
4 Maple St,358.0,2009.0
38 Suffolk St,,
32c Burns St,91.0,2014.0
3 Ringtail Cct,,
18 Wallace St,,1950.0
191 Ballarat Rd,,
1/12 Clarendon St,80.0,1960.0
4/6 Crefden St,90.0,
2 Omar St,,1955.0
62 Suffolk St,,
1/11 Baird St,,
40 Howard St,,1950.0
45 Norfolk St,,1955.0
1/12 Clarendon St,80.0,1960.0
11d Rooney St,,
20 Kanooka Dr,,
14 Madden St,,
1/39 Spurling St,153.0,2014.0
171 Mitchell St,80.0,1950.0
13 Burns St,121.0,1940.0
2/13 Radio St,112.0,2012.0
14 Howard St,137.0,1970.0
9 Verdun St,,
17 Horace St,108.0,1900.0
39 McKinley Av,,
17 Shaftesbury Av,,
2/240 Wattletree Rd,,
1/11 Mayfield Av,,
17 Chesterfield Av,,
1/3 Irving St,86.0,1970.0
9/3 Irving St,,
17/246 Wattletree Rd,,
95 Claremont Av,,
35 Dixon St,180.0,1890.0
8/6 Finlayson St,55.0,1960.0
12 Hornsby St,,1977.0
3 Plant St,309.0,2016.0
27 Alice St,,
12 Robinson St,,1980.0
67 Wheatland Rd,195.0,1890.0
27 Bonview Rd,,
3/58 Cawkwell St,,1970.0
11 Eva St,105.0,1910.0
32a Ewart St,,
19 Glendearg Gr,222.0,1920.0
206/361 Glenferrie Rd,123.0,2002.0
19 Gordon Gr,,
7/6 Irving St,,1970.0
8/15 Wheatland Rd,77.0,1960.0
35 Evandale Rd,,
4/382 Glenferrie Rd,,
30 Grace St,130.0,1900.0
3/6 Irving St,,1970.0
2/64 Cawkwell St,,1970.0
8/7 Warner St,68.0,2008.0
20 Norfolk Pl,121.0,2013.0
21a Claremont Av,,
25 Edsall St,,
30 Parslow St,303.0,2012.0
42 Stanhope St,268.0,1930.0
51 Dixon St,,
41 Milton Pde,,
41 Horace St,392.0,2016.0
3/2 Cawkwell St,181.0,1995.0
42 Cressy St,,
312 Glenferrie Rd,,
109/1387 Malvern Rd,,
22 Milton Pde,128.0,1910.0
60 Milton Pde,,
203/1 Norfolk Pl,,
85 Stanhope St,,
29/202 Wattletree Rd,80.0,1970.0
14 Woodmason St,132.0,1910.0
6/20 Johnstone St,54.0,1970.0
9/42 Winter St,60.0,1960.0
304/361 Glenferrie Rd,,2002.0
1/19 Horace St,65.0,1970.0
54 Jordan St,,
10/37 Wheatland Rd,,
40 Cawkwell St,,
9 Fraser St,,
16/236 Wattletree Rd,,
45 Wheatland Rd,,
109/14 Elizabeth St,,
6 Euston St,105.0,1915.0
3/423 Glenferrie Rd,,1965.0
34 Johnstone St,339.0,1920.0
10 Woodmason St,235.0,1985.0
109/14 Elizabeth St,,
82 Elizabeth St,,
7 Lysterville Av,,
18 Soudan St,320.0,1890.0
3/298 Glenferrie Rd,,
24 Hunter St,,
37 Claremont Av,,
13 Euston St,,
7 Hunter St,100.0,1900.0
3 Mary St,159.0,1925.0
59 Thanet St,,
2/2 Cawkwell St,,
11 Chesterfield Av,,
24/1231 Malvern Rd,,
2 McArthur St,,
101/361 Glenferrie Rd,,
20 Gordon Gr,185.0,1890.0
58 Horace St,,
50 Hunter St,248.0,1915.0
8/6 Irving St,91.0,1967.0
1 McArthur St,126.0,1930.0
82 Milton Pde,127.0,1930.0
3 Pine Gr,,
5 Shaftesbury Av,,
17 Spring Rd,,
3/197 Wattletree Rd,233.0,2006.0
6/31 Claremont Av,,
5a Ewart St,106.0,1910.0
8/236 Wattletree Rd,,
11 Childers Rd,95.0,2001.0
122/14 Elizabeth St,,
53 Elizabeth St,,
3/3 Irving St,,1998.0
2/5 Moorakyne Av,,
120 Stanhope St,,
4/8 Park St,,
1/58 Cawkwell St,74.0,1971.0
5 Northbrook Av,,
13/200 Wattletree Rd,,
15 Winter St,198.0,1900.0
36 Hunter St,,
17 McKinley Av,,
117 Stanhope St,,1949.0
42 Victoria Rd,,
25/158 Wattletree Rd,,
31a Winter St,,1920.0
9 Chanak St,137.0,1910.0
1/13 Goode St,146.0,1993.0
44 Thurso St,,
375 Waverley Rd,,
18 Albert St,170.0,1930.0
26 Boston Av,,
1/52 Bowen St,,1940.0
23 Clynden Av,,
8 Dundonald Av,,
41 Emo Rd,,
78 Emo Rd,223.0,1915.0
11 Findon St,102.0,1910.0
5 Hughes St,202.0,1930.0
1894 Malvern Rd,,
16A Manning Rd,254.0,1930.0
19 Millewa Av,,
35 Warley Rd,327.0,1915.0
32/997 Dandenong Rd,,
1281B Dandenong Rd,,
3/919 Dandenong Rd,,1990.0
1 Deakin St,,
17 Findon St,,
26 Fisher St,209.0,1900.0
4/2 Green Gables Av,,
12 Hilda St,215.0,1920.0
5 Langville Ct,,
3/6 Peverill St,109.0,1970.0
17 The Grange,,
32 Tooronga Rd,,
2/240 Waverley Rd,,
5 Anfield Ct,180.0,1950.0
31 Berrima Av,,
48 Darling Rd,,
38 MacGregor St,196.0,1920.0
2049 Malvern Rd,,1938.0
2083 Malvern Rd,,
3/88 Paxton St,,1980.0
68 Beaver St,,
34 Ferncroft Av,,
1/6 Ferncroft Av,,
3/35 Grant St,,
15a Hedgeley Av,,
3/406 Wattletree Rd,135.0,1994.0
19 Belgrave Rd,,
2 Bruce St,,
13/997 Dandenong Rd,,
2/7 Gauntlet Rd,,
1872a Malvern Rd,,
52 Abbotsford Av,,
2/82 Brunel St,,
55 Emo Rd,,
12 Gauntlet Rd,,
61 Repton Rd,166.0,1910.0
1/21 Camira St,68.0,1970.0
973 Dandenong Rd,,
16 Davies St,238.0,1911.0
349 Waverley Rd,,1934.0
14/410 Waverley Rd,138.0,2000.0
8 Ash Gr,267.0,1919.0
46 Boston Av,,
2/919 Dandenong Rd,117.0,1975.0
95 Manning Rd,,
3/1 Wilton Vale Cr,,
1039e Dandenong Rd,,
50 The Boulevard,150.0,1950.0
43 Tooronga Rd,246.0,1917.0
4 Batesford Rd,,
69 Beaver St,254.0,1930.0
19 Belson St,,1925.0
1/3 Brunel St,,
3/16 Carrum St,,
24/997 Dandenong Rd,,
7/1 Wilton Vale Cr,,
33 Emo Rd,300.0,
43 Kerferd St,,
12a Millewa Av,,
351 Waverley Rd,,
8 MacGregor St,110.0,1930.0
44 Manning Rd,,
6/5 Peak St,,1965.0
24 Prior Rd,119.0,1960.0
1413 Dandenong Rd,,
2 Tennyson St,243.0,1910.0
29 MacGregor St,126.0,1920.0
102 Manning Rd,,1920.0
6 Ramona Av,,
1876 Malvern Rd,,
2/25 Fisher St,130.0,1988.0
1890 Malvern Rd,106.0,1960.0
25 Summerhill Av,,
41 Summerhill Av,,
1/14 Durward Rd,180.0,1990.0
2/14 Durward Rd,151.0,1990.0
32 Emo Rd,,
68A Emo Rd,,
8/7 Hedgeley Av,,
34 Ivanhoe Gr,,
10 Manning Rd,,1905.0
558 Waverley Rd,165.0,1886.0
2/53 Beaver St,124.0,1970.0
112a Bowen St,,
22 Deakin St,,
4 Findon St,152.0,1910.0
3/2 Kardella St,83.0,1975.0
1956 Malvern Rd,268.0,1930.0
5/417 Wattletree Rd,118.0,1930.0
9/240 Waverley Rd,,
14 Beaver St,303.0,1915.0
21 Cairnes Cr,,
61 Finch St,251.0,1900.0
17A Findon St,152.0,1930.0
6 Karma Av,,
9 Prior Rd,,
5 Sydare Av,,
1 Villers Sq,260.0,1920.0
21 Albert St,176.0,1915.0
2B Hedgeley Av,,
4/24 Hyslop Pde,104.0,2013.0
21 Kerferd St,241.0,1920.0
4/16 Repton Rd,74.0,1970.0
16 Turner St,202.0,1890.0
8a Anderson St,,
2/16 Beaver St,204.0,
2b Brunel St,201.0,1998.0
18 Grant St,,
11 Hillard St,,
14 Nyora St,,
61a Paxton St,,
1 Thomas St,,
398 Wattletree Rd,,
6 Chanak St,174.0,1930.0
3/907 Dandenong Rd,42.0,2013.0
66 Argyll St,126.0,1960.0
5/25 Clarence St,38.0,1965.0
2a Ivanhoe Gr,,
77 Millewa Av,,
10 Ramona Av,,
1/3 Steele St,,1960.0
28a Abbotsford Av,,
3/3 Bates St,110.0,1930.0
83a Brunel St,,
54 Capon St,,
25 Douglas St,,
2/3 Hilda St,137.0,1970.0
2D Paxton St,337.0,2012.0
48 The Boulevard,114.0,1970.0
11 Warida Av,,
8a Prior Rd,,
3/9 Tollington Av,,
28 Bowen St,131.0,1945.0
5 Repton Rd,157.0,1910.0
2/39 Tooronga Rd,52.0,1960.0
5/80 Burke Rd,46.0,1940.0
22 Ellison St,147.0,1948.0
23 Findon St,229.0,1920.0
21 John St,115.0,1910.0
10/1810 Malvern Rd,134.0,2013.0
74 Millewa Av,,
3/2 Moira St,,2000.0
3/5 Peak St,62.0,1960.0
15 Prior Rd,133.0,1965.0
3/100 Tooronga Rd,,
22 Warida Av,,
15/5 Warley Rd,57.0,1997.0
1/380 Waverley Rd,155.0,1920.0
401A Waverley Rd,90.0,2010.0
12 Ailsa Av,,
23 Darling Rd,114.0,1925.0
6/16 Dene Av,,
1/32 Fisher St,,
18b Hillard St,,1980.0
17 Hyslop Pde,340.0,2009.0
5/36 The Avenue,94.0,1970.0
546 Waverley Rd,117.0,1950.0
15 Alma St,,1970.0
30 Forster Av,,
20a Thurso St,132.0,1999.0
21 Virginia Gr,126.0,1950.0
42 Washington Av,,
13 Clarence St,,
3/915 Dandenong Rd,,
37 Emo Rd,184.0,1890.0
1993 Malvern Rd,155.0,1930.0
4/4 Paxton St,,
2 Taylor Ct,217.0,1927.0
