CouncilArea,Postcode,Regionname,Bedroom2,Bathroom,Car,Propertycount,Landsize,Distance,Lattitude,Longtitude
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,2.0,2.0,6543.0,235.0,7.0,-37.815,144.8928
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,2.0,2.0,6543.0,456.0,7.0,-37.823,144.8768
Maribyrnong City Council,3013.0,Western Metropolitan,2.0,1.0,1.0,6543.0,0.0,7.0,-37.8182,144.8846
Maribyrnong City Council,3013.0,Western Metropolitan,4.0,2.0,0.0,6543.0,261.0,7.0,-37.8123,144.8888
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,1.0,2.0,6543.0,494.0,7.0,-37.8234,144.8742
Maribyrnong City Council,3013.0,Western Metropolitan,5.0,2.0,2.0,6543.0,488.0,7.0,-37.8131,144.8778
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,1.0,2.0,6543.0,463.0,7.0,-37.8185,144.8812
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,2.0,1.0,6543.0,169.0,7.0,-37.8122,144.8965
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,1.0,2.0,6543.0,463.0,7.0,-37.8172,144.8924
Maribyrnong City Council,3013.0,Western Metropolitan,4.0,1.0,1.0,6543.0,470.0,7.0,-37.821999999999996,144.8904
Maribyrnong City Council,3013.0,Western Metropolitan,2.0,1.0,1.0,6543.0,208.0,7.0,-37.8145,144.8804
Maribyrnong City Council,3013.0,Western Metropolitan,2.0,1.0,1.0,6543.0,201.0,7.0,-37.8196,144.8836
Maribyrnong City Council,3013.0,Western Metropolitan,3.0,2.0,2.0,6543.0,171.0,7.0,-37.8124,144.8957
Moonee Valley City Council,3040.0,Western Metropolitan,1.0,1.0,1.0,1543.0,0.0,9.1,-37.7561,144.9028
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,3.0,2.0,1543.0,757.0,9.1,-37.7606,144.8909
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,1.0,1543.0,0.0,9.1,-37.7589,144.89700000000002
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,1.0,1543.0,976.0,9.1,-37.7557,144.9037
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,1.0,1543.0,321.0,9.1,-37.757,144.89600000000002
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,2.0,2.0,1543.0,559.0,9.1,-37.7614,144.8925
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,5.0,1543.0,528.0,9.1,-37.7617,144.8987
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,1543.0,217.0,9.1,-37.7591,144.8923
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,1543.0,512.0,9.1,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,1543.0,512.0,9.1,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,4.0,4.0,1543.0,670.0,9.1,-37.7637,144.8931
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,1.0,1543.0,309.0,9.1,-37.7642,144.895
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,2.0,1543.0,578.0,9.1,-37.7614,144.8953
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,1.0,1543.0,676.0,9.1,-37.7632,144.898
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,2.0,1543.0,809.0,9.1,-37.7587,144.9015
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,1.0,1543.0,465.0,9.1,-37.7626,144.8954
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,1.0,1543.0,622.0,9.1,-37.7557,144.8966
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,1.0,1543.0,373.0,9.1,-37.7604,144.9062
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,3.0,2.0,1543.0,839.0,9.1,-37.759,144.9015
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,1543.0,311.0,9.1,-37.7603,144.8921
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,1543.0,496.0,9.1,-37.7559,144.8991
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,2.0,1543.0,578.0,9.1,-37.7614,144.8953
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,1.0,1543.0,229.0,9.1,-37.7606,144.8973
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,2.0,1543.0,674.0,9.1,-37.7617,144.8956
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,3.0,1.0,1543.0,593.0,9.1,-37.7584,144.8968
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,1.0,1543.0,0.0,9.1,-37.7553,144.8996
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,2.0,1543.0,0.0,9.1,-37.76,144.9002
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,1543.0,1315.0,9.1,-37.7548,144.8915
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,1543.0,1076.0,9.1,-37.7609,144.8905
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,2.0,790.0,626.0,9.5,-37.751999999999995,145.0367
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,2.0,790.0,512.0,9.5,-37.80696302719972,144.99671101938742
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,1.0,790.0,666.0,9.5,-37.7509,145.0423
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,4.0,790.0,762.0,9.5,-37.7529,145.0406
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,2.0,790.0,512.0,9.5,-37.80696302719972,144.99671101938742
Banyule City Council,3081.0,Eastern Metropolitan,2.0,1.0,0.0,790.0,693.0,9.5,-37.7534,145.0454
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,2.0,790.0,512.0,9.5,-37.80696302719972,144.99671101938742
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,2.0,790.0,631.0,9.5,-37.7506,145.043
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,2.0,790.0,512.0,9.5,-37.80696302719972,144.99671101938742
Banyule City Council,3081.0,Eastern Metropolitan,3.0,2.0,1.0,790.0,231.0,9.5,-37.7527,145.0392
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,2.0,790.0,609.0,9.5,-37.7504,145.0335
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,0.0,790.0,641.0,9.5,-37.7518,145.0457
Banyule City Council,3081.0,Eastern Metropolitan,3.0,1.0,0.0,790.0,605.0,9.5,-37.7516,145.0457
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,456.0,4.5,-37.7638,144.9804
Moreland City Council,3057.0,Northern Metropolitan,4.0,2.0,2.0,5533.0,136.0,4.5,-37.7601,144.9805
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7668,144.9765
Moreland City Council,3057.0,Northern Metropolitan,2.0,2.0,1.0,5533.0,0.0,4.5,-37.7753,144.9725
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,407.0,4.5,-37.7663,144.9795
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,213.0,4.5,-37.7643,144.9808
Moreland City Council,3057.0,Northern Metropolitan,3.0,2.0,2.0,5533.0,138.0,4.5,-37.7658,144.9823
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,1.0,5533.0,259.0,4.5,-37.7762,144.9755
Moreland City Council,3057.0,Northern Metropolitan,4.0,2.0,2.0,5533.0,470.0,4.5,-37.7735,144.9833
Moreland City Council,3057.0,Northern Metropolitan,4.0,1.0,1.0,5533.0,233.0,4.5,-37.7776,144.9727
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,4.0,2.0,2.0,5533.0,822.0,4.5,-37.7749,144.9762
Moreland City Council,3057.0,Northern Metropolitan,3.0,2.0,1.0,5533.0,116.0,4.5,-37.7667,144.9821
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,197.0,4.5,-37.7717,144.9719
Moreland City Council,3057.0,Northern Metropolitan,2.0,2.0,1.0,5533.0,0.0,4.5,-37.7656,144.9726
Moreland City Council,3057.0,Northern Metropolitan,4.0,2.0,1.0,5533.0,227.0,4.5,-37.7776,144.9726
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,0.0,5533.0,193.0,4.5,-37.7765,144.9751
Moreland City Council,3057.0,Northern Metropolitan,4.0,2.0,0.0,5533.0,161.0,4.5,-37.7772,144.9723
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7786,144.9753
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,2.0,5533.0,1188.0,4.5,-37.7769,144.9706
Moreland City Council,3057.0,Northern Metropolitan,4.0,2.0,2.0,5533.0,468.0,4.5,-37.7724,144.9829
Moreland City Council,3057.0,Northern Metropolitan,3.0,2.0,0.0,5533.0,185.0,4.5,-37.7755,144.9744
Moreland City Council,3057.0,Northern Metropolitan,1.0,1.0,1.0,5533.0,0.0,4.5,-37.765,144.9731
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7671,144.9746
Moreland City Council,3057.0,Northern Metropolitan,3.0,3.0,2.0,5533.0,336.0,4.5,-37.7664,144.9797
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7786,144.9753
Moreland City Council,3057.0,Northern Metropolitan,2.0,2.0,1.0,5533.0,0.0,4.5,-37.7753,144.9725
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,148.0,4.5,-37.7721,144.9724
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,369.0,4.5,-37.7727,144.9736
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7689,144.97799999999998
Moreland City Council,3057.0,Northern Metropolitan,3.0,3.0,2.0,5533.0,0.0,4.5,-37.7788,144.9776
Moreland City Council,3057.0,Northern Metropolitan,3.0,2.0,0.0,5533.0,326.0,4.5,-37.7776,144.9751
Moreland City Council,3057.0,Northern Metropolitan,3.0,3.0,2.0,5533.0,87.0,4.5,-37.7739,144.975
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,148.0,4.5,-37.7722,144.9751
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,1.0,5533.0,213.0,4.5,-37.7729,144.9724
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,104.0,4.5,-37.7723,144.9761
Moreland City Council,3057.0,Northern Metropolitan,3.0,2.0,1.0,5533.0,0.0,4.5,-37.774,144.9731
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,231.0,4.5,-37.7759,144.976
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,1.0,5533.0,279.0,4.5,-37.7729,144.9722
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7685,144.9724
Moreland City Council,3057.0,Northern Metropolitan,1.0,1.0,1.0,5533.0,213.0,4.5,-37.7689,144.9788
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,812.0,4.5,-37.7673,144.9782
Moreland City Council,3057.0,Northern Metropolitan,3.0,2.0,2.0,5533.0,190.0,4.5,-37.7684,144.9739
Moreland City Council,3057.0,Northern Metropolitan,2.0,2.0,1.0,5533.0,0.0,4.5,-37.7679,144.9725
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.765,144.9731
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7603,144.9795
Moreland City Council,3057.0,Northern Metropolitan,2.0,2.0,2.0,5533.0,0.0,4.5,-37.7736,144.9725
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,512.0,4.5,-37.80696302719972,144.99671101938742
Moreland City Council,3057.0,Northern Metropolitan,3.0,1.0,2.0,5533.0,308.0,4.5,-37.7713,144.9744
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7732,144.9716
Moreland City Council,3057.0,Northern Metropolitan,2.0,1.0,1.0,5533.0,0.0,4.5,-37.7789,144.9739
Moreland City Council,3057.0,Northern Metropolitan,3.0,2.0,1.0,5533.0,0.0,4.5,-37.7655,144.9816
Yarra City Council,3121.0,Northern Metropolitan,2.0,1.0,0.0,438.0,0.0,3.5,-37.8301,145.0103
Yarra City Council,3121.0,Northern Metropolitan,2.0,1.0,2.0,438.0,225.0,3.5,-37.8285,145.0125
Yarra City Council,3121.0,Northern Metropolitan,2.0,1.0,1.0,438.0,172.0,3.5,-37.8283,145.012
Yarra City Council,3121.0,Northern Metropolitan,2.0,1.0,1.0,438.0,149.0,3.5,-37.8287,145.0089
Yarra City Council,3121.0,Northern Metropolitan,3.0,1.0,0.0,438.0,182.0,3.5,-37.8289,145.0089
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,2.0,1889.0,600.0,14.5,-37.6783,144.9672
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,2.0,1889.0,512.0,14.5,-37.80696302719972,144.99671101938742
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,1.0,1889.0,766.0,14.5,-37.6804,144.9664
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,2.0,1889.0,512.0,14.5,-37.80696302719972,144.99671101938742
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,2.0,1889.0,512.0,14.5,-37.80696302719972,144.99671101938742
Hume City Council,3061.0,Northern Metropolitan,3.0,1.0,2.0,1889.0,512.0,14.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,2.0,6786.0,3455.0,1.8,-37.8042,144.9691
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,0.0,6786.0,99.0,1.8,-37.7992,144.9738
Melbourne City Council,3053.0,Northern Metropolitan,2.0,2.0,1.0,6786.0,0.0,1.8,-37.8052,144.9604
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,0.0,6786.0,118.0,1.8,-37.8009,144.9729
Melbourne City Council,3053.0,Northern Metropolitan,2.0,2.0,2.0,6786.0,100.0,1.8,-37.7983,144.9655
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,0.0,1.8,-37.8009,144.9662
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,117.0,1.8,-37.793,144.9728
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,0.0,6786.0,66.0,1.8,-37.8049,144.9644
Melbourne City Council,3053.0,Northern Metropolitan,2.0,2.0,1.0,6786.0,0.0,1.8,-37.8009,144.9642
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,0.0,1.8,-37.7969,144.9669
Melbourne City Council,3053.0,Northern Metropolitan,1.0,1.0,1.0,6786.0,0.0,1.8,-37.7982,144.9651
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,2.0,6786.0,512.0,1.8,-37.80696302719972,144.99671101938742
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,2.0,6786.0,512.0,1.8,-37.80696302719972,144.99671101938742
Melbourne City Council,3053.0,Northern Metropolitan,4.0,2.0,0.0,6786.0,132.0,1.8,-37.801,144.9656
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,0.0,1.8,-37.7939,144.9663
Melbourne City Council,3053.0,Northern Metropolitan,4.0,2.0,1.0,6786.0,635.0,1.8,-37.7988,144.97
Melbourne City Council,3053.0,Northern Metropolitan,2.0,2.0,1.0,6786.0,0.0,1.8,-37.7929,144.9705
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,0.0,6786.0,121.0,1.8,-37.7957,144.9725
Melbourne City Council,3053.0,Northern Metropolitan,2.0,3.0,1.0,6786.0,0.0,1.8,-37.7945,144.9718
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,0.0,6786.0,101.0,1.8,-37.7989,144.9713
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,1.0,6786.0,0.0,1.8,-37.8052,144.9604
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,144.0,1.8,-37.7984,144.9738
Melbourne City Council,3053.0,Northern Metropolitan,4.0,1.0,2.0,6786.0,151.0,1.8,-37.7965,144.9679
Melbourne City Council,3053.0,Northern Metropolitan,2.0,2.0,1.0,6786.0,0.0,1.8,-37.7969,144.9742
Melbourne City Council,3053.0,Northern Metropolitan,1.0,1.0,1.0,6786.0,0.0,1.8,-37.7929,144.9705
Melbourne City Council,3053.0,Northern Metropolitan,2.0,3.0,1.0,6786.0,0.0,1.8,-37.7945,144.9718
Melbourne City Council,3053.0,Northern Metropolitan,2.0,2.0,2.0,6786.0,123.0,1.8,-37.7998,144.9665
Melbourne City Council,3053.0,Northern Metropolitan,3.0,2.0,1.0,6786.0,0.0,1.8,-37.7946,144.9716
Melbourne City Council,3053.0,Northern Metropolitan,4.0,2.0,2.0,6786.0,0.0,1.8,-37.8012,144.9689
Melbourne City Council,3053.0,Northern Metropolitan,4.0,1.0,0.0,6786.0,152.0,1.8,-37.7966,144.9709
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,0.0,1.8,-37.7985,144.9745
Melbourne City Council,3053.0,Northern Metropolitan,4.0,1.0,0.0,6786.0,121.0,1.8,-37.7967,144.9724
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,0.0,1.8,-37.7986,144.9682
Melbourne City Council,3053.0,Northern Metropolitan,4.0,1.0,1.0,6786.0,284.0,1.8,-37.7962,144.9659
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,0.0,6786.0,128.0,1.8,-37.7996,144.9737
Melbourne City Council,3053.0,Northern Metropolitan,3.0,1.0,2.0,6786.0,512.0,1.8,-37.80696302719972,144.99671101938742
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,0.0,1.8,-37.8018,144.965
Melbourne City Council,3053.0,Northern Metropolitan,2.0,1.0,1.0,6786.0,122.0,1.8,-37.7957,144.9724
Melbourne City Council,3002.0,Northern Metropolitan,2.0,2.0,1.0,3040.0,220.0,1.5,-37.8181,144.9879
Melbourne City Council,3002.0,Northern Metropolitan,2.0,2.0,3.0,3040.0,364.0,1.5,-37.8127,144.9861
Melbourne City Council,3002.0,Northern Metropolitan,2.0,0.0,0.0,3040.0,0.0,1.5,-37.8177,144.9801
Melbourne City Council,3002.0,Northern Metropolitan,1.0,1.0,1.0,3040.0,0.0,1.5,-37.8136,144.9892
Melbourne City Council,3002.0,Northern Metropolitan,2.0,2.0,1.0,3040.0,0.0,1.5,-37.8118,144.9762
Melbourne City Council,3002.0,Northern Metropolitan,3.0,1.0,2.0,3040.0,512.0,1.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3002.0,Northern Metropolitan,2.0,2.0,2.0,3040.0,0.0,1.5,-37.8127,144.9847
Melbourne City Council,3002.0,Northern Metropolitan,2.0,1.0,1.0,3040.0,179.0,1.5,-37.8099,144.9879
Melbourne City Council,3002.0,Northern Metropolitan,3.0,1.0,2.0,3040.0,512.0,1.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3002.0,Northern Metropolitan,2.0,2.0,1.0,3040.0,0.0,1.5,-37.8153,144.9842
Melbourne City Council,3002.0,Northern Metropolitan,3.0,1.0,2.0,3040.0,512.0,1.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3002.0,Northern Metropolitan,1.0,1.0,0.0,3040.0,0.0,1.5,-37.8153,144.9868
Melbourne City Council,3002.0,Northern Metropolitan,2.0,1.0,1.0,3040.0,0.0,1.5,-37.8154,144.9851
Melbourne City Council,3002.0,Northern Metropolitan,1.0,1.0,1.0,3040.0,0.0,1.5,-37.8168,144.9787
Melbourne City Council,3002.0,Northern Metropolitan,2.0,1.0,0.0,3040.0,0.0,1.5,-37.8136,144.9892
Melbourne City Council,3002.0,Northern Metropolitan,0.0,0.0,0.0,3040.0,0.0,1.5,-37.8154,144.9851
Melbourne City Council,3002.0,Northern Metropolitan,2.0,1.0,1.0,3040.0,0.0,1.5,-37.8177,144.9801
Melbourne City Council,3002.0,Northern Metropolitan,3.0,1.0,2.0,3040.0,512.0,1.5,-37.80696302719972,144.99671101938742
Melbourne City Council,3002.0,Northern Metropolitan,3.0,1.0,2.0,3040.0,512.0,1.5,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,588.0,613.0,9.8,-37.7552,144.8882
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,2.0,588.0,505.0,9.8,-37.7518,144.8897
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,1.0,588.0,64.0,9.8,-37.7494,144.8848
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,588.0,512.0,9.8,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,2.0,1.0,1.0,588.0,711.0,9.8,-37.755,144.8848
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,2.0,588.0,740.0,9.8,-37.7517,144.8873
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,3.0,2.0,588.0,242.0,9.8,-37.7535,144.8868
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,1.0,588.0,556.0,9.8,-37.7537,144.8856
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,588.0,293.0,9.8,-37.7535,144.8836
Moonee Valley City Council,3040.0,Western Metropolitan,4.0,2.0,1.0,588.0,179.0,9.8,-37.7527,144.8824
Moonee Valley City Council,3040.0,Western Metropolitan,5.0,2.0,2.0,588.0,616.0,9.8,-37.7497,144.8867
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,588.0,544.0,9.8,-37.7576,144.889
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,588.0,0.0,9.8,-37.7532,144.8848
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,588.0,196.0,9.8,-37.7513,144.8845
Moonee Valley City Council,3040.0,Western Metropolitan,5.0,2.0,2.0,588.0,614.0,9.8,-37.75,144.8858
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,588.0,368.0,9.8,-37.7527,144.8851
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,588.0,512.0,9.8,-37.80696302719972,144.99671101938742
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,588.0,356.0,9.8,-37.7493,144.8901
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,2.0,2.0,588.0,470.0,9.8,-37.7522,144.88299999999998
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,1.0,588.0,688.0,9.8,-37.7577,144.8892
Moonee Valley City Council,3040.0,Western Metropolitan,3.0,1.0,2.0,588.0,473.0,9.8,-37.7519,144.88299999999998
Hume City Council,3060.0,Northern Metropolitan,3.0,1.0,3.0,5070.0,587.0,12.4,-37.7007,144.9632
Hume City Council,3060.0,Northern Metropolitan,3.0,1.0,4.0,5070.0,661.0,12.4,-37.7009,144.9776
Hume City Council,3060.0,Northern Metropolitan,3.0,1.0,0.0,5070.0,684.0,12.4,-37.7174,144.9664
Hume City Council,3060.0,Northern Metropolitan,2.0,1.0,1.0,5070.0,97.0,12.4,-37.7118,144.9689
Hume City Council,3060.0,Northern Metropolitan,3.0,2.0,1.0,5070.0,738.0,12.4,-37.7109,144.9654
Hume City Council,3060.0,Northern Metropolitan,2.0,1.0,1.0,5070.0,215.0,12.4,-37.7049,144.9638
Hume City Council,3060.0,Northern Metropolitan,0.0,1.0,1.0,5070.0,605.0,12.4,-37.6985,144.9615
Hume City Council,3060.0,Northern Metropolitan,3.0,1.0,2.0,5070.0,512.0,12.4,-37.80696302719972,144.99671101938742
Hume City Council,3060.0,Northern Metropolitan,4.0,2.0,2.0,5070.0,620.0,12.4,-37.7034,144.9663
